'Is xbcd driver software installed?'			'0 - Steps'			None
'Is xbcd driver software installed?'			'1 - Look for the connector.\nLook for the connector. It should be attached at the end of your Xbox dongle. Proceed by cutting it off. Do this very carefully. You don’t want to ruin your controller. (By the way, if you need to replace or put back the connector and make it Xbox dongle compatible, buy a new one. It can cost around $4.)\n- ;'			None
'Is xbcd driver software installed?'			'2 - Once you have cut the connector, four wires are going to be exposed.\nOnce you have cut the connector, four wires are going to be exposed. They are compatible to a USB format (direct connectivity). Prepare to further expose the wires and then, match them up to the wires in your PC gamepad. Refer to the color codes of the wires to get the proper matching.'			None
'Is xbcd driver software installed?'			'3 - Get four pieces of tubing (shrink wrap).\nGet four pieces of tubing (shrink wrap). Slip one piece in every wire matching. Then, solder each piece so that the wires are successfully connected. Double check what you have done. See to it that the wires don’t separate when you pull them. Otherwise, solder again until the connection is firmer or stronger.'			None
'Is xbcd driver software installed?'			'4 - Bring out an electrical tape.\nBring out an electrical tape. Use it to protect your new connections. Cover the wires that you have just soldered. Roll the tape around the wires. Do this evenly and tightly. This can make your control less intermittent and allow you to enjoy your game better. So, if the tape wrapping is lousy, you may need to redo everything.'			None
'Is xbcd driver software installed?'			'5 - Go to your PC and then get your xbcd driver software.\nGo to your PC and then get your xbcd driver software. Install the software in your PC. After that, set to connect your controller. If you have done everything accurately, Windows should be able to automatically recognize your controller as an acceptable USB device.'			True
'Is xbcd driver software installed?'			'6 - Finished.\nFinished.'			None
'Is driver installed?'			'0 - Connecting Wirelessly'			None
'Is driver installed?'			"1 - Flip the switch located on the back of the controller to PC Bluetooth mode (if available).\nFlip the switch located on the back of the controller to PC Bluetooth mode (if available). The switch has a blue background (on the Razer Raiju Ultimate) and is located in the center of the back of the controller.\n- Depending on the model of the Razer controller you have, the switch might be located somewhere else. You'll need to refer to the Razer's instruction manual for more details. Your Razer controller might not have a Bluetooth function and may only be able to connect with a USB cable.\n- If this is your first time using the Razer controller or its charge is low, you'll most likely want to make a wired connection. If the lights on your controller are red, the charge is low.\n- ;"			None
'Is driver installed?'			"2 - Tap the PS button to turn the controller on.\nTap the PS button to turn the controller on. The controller should light up to show you that it's turned on."			None
'Is driver installed?'			"3 - Press and hold the PS and Options buttons for at least 5 seconds.\nPress and hold the PS and Options buttons for at least 5 seconds. When the status light changes from slow to rapid blinking, your controller is in pairing mode and you can release the buttons you're holding down."			None
'Is driver installed?'			"4 - Go to Settings on your computer.\nGo to Settings on your computer. You'll find the gear icon for Settings in the Start Menu (you can either click the Start Menu icon in your taskbar or you can press ⊞ Win)."			None
'Is driver installed?'			"5 - Click Devices.\nClick Devices. You'll see this as the first option in the second column."			None
'Is driver installed?'			"6 - Click Add Bluetooth or other devices.\nClick Add Bluetooth or other devices. You'll see this on the right side of the window; it's the first clickable option. You'll see discoverable devices appear in the list as your computer scans."			None
'Is driver installed?'			"7 - Click the Razer controller to pair it.\nClick the Razer controller to pair it. If you don't see it in the list, you might need to turn off the Razer controller and put it into pairing mode again."			None
'Is driver installed?'			"8 - Click Done.\nClick Done. A confirmation window will display that you've successfully connected to the Razer controller.[1]\n- X\n- Research source"			None
'Is driver installed?'			"9 - Install the appropriate drivers.\nInstall the appropriate drivers. You should be automatically prompted to install drivers to use the Razer controller. If you aren't prompted, you can manually get the drivers from the Razer support site."			None
'Is razer hydra driver installed?'			'0 - Installing the Hydra'			None
'Is razer hydra driver installed?'			'1 - Open the box.\nOpen the box. Check if all the important accessories are inside. The Razer Hydra package typically includes:\n- Two motion-sensing controllers\n- A base station\n- A USB cable\n- A Quick Start Guide\n- ;'			None
'Is razer hydra driver installed?'			'2 - Connect the controller to its base station.\nConnect the controller to its base station. Take the cable coming from the controller and plug it in to the dedicated port on the base station. There are two ports on the base station; the controller should be connected to the right-hand port.'			None
'Is razer hydra driver installed?'			'3 - Plug the base station to your computer.\nPlug the base station to your computer. Take the USB cable and plug the smaller end into the left-hand port on the base station. Take the other end of the USB cable and connect it to any available USB port on your computer.'			None
'Is razer hydra driver installed?'			'4 - Download the Razer Hydra driver installer.\nDownload the Razer Hydra driver installer. Open a web browser on your computer and download the Razer Hydra driver installer here:\n- http://www.razersupport.com/gaming-controllers/razer-hydra/.'			None
'Is razer hydra driver installed?'			'5 - Install the driver.\nInstall the driver. Once the download has finished, double-click on the downloaded file to start installing the driver then wait for it to finish installing.\n- A pop-up message will appear on the bottom-right corner of your computer screen notifying you that the Razer Hydra has been detected by your PC.'			None
'Is driver installed?'			'0 - Installing the Hydra'			None
'Is driver installed?'			'1 - Open the box.\nOpen the box. Check if all the important accessories are inside. The Razer Hydra package typically includes:\n- Two motion-sensing controllers\n- A base station\n- A USB cable\n- A Quick Start Guide\n- ;'			None
'Is driver installed?'			'2 - Connect the controller to its base station.\nConnect the controller to its base station. Take the cable coming from the controller and plug it in to the dedicated port on the base station. There are two ports on the base station; the controller should be connected to the right-hand port.'			None
'Is driver installed?'			'3 - Plug the base station to your computer.\nPlug the base station to your computer. Take the USB cable and plug the smaller end into the left-hand port on the base station. Take the other end of the USB cable and connect it to any available USB port on your computer.'			None
'Is driver installed?'			'4 - Download the Razer Hydra driver installer.\nDownload the Razer Hydra driver installer. Open a web browser on your computer and download the Razer Hydra driver installer here:\n- http://www.razersupport.com/gaming-controllers/razer-hydra/.'			None
'Is driver installed?'			'5 - Install the driver.\nInstall the driver. Once the download has finished, double-click on the downloaded file to start installing the driver then wait for it to finish installing.\n- A pop-up message will appear on the bottom-right corner of your computer screen notifying you that the Razer Hydra has been detected by your PC.'			None
'Is web browser installed?'			'0 - Installing the Hydra'			None
'Is web browser installed?'			'1 - Open the box.\nOpen the box. Check if all the important accessories are inside. The Razer Hydra package typically includes:\n- Two motion-sensing controllers\n- A base station\n- A USB cable\n- A Quick Start Guide\n- ;'			None
'Is web browser installed?'			'2 - Connect the controller to its base station.\nConnect the controller to its base station. Take the cable coming from the controller and plug it in to the dedicated port on the base station. There are two ports on the base station; the controller should be connected to the right-hand port.'			None
'Is web browser installed?'			'3 - Plug the base station to your computer.\nPlug the base station to your computer. Take the USB cable and plug the smaller end into the left-hand port on the base station. Take the other end of the USB cable and connect it to any available USB port on your computer.'			None
'Is web browser installed?'			'4 - Download the Razer Hydra driver installer.\nDownload the Razer Hydra driver installer. Open a web browser on your computer and download the Razer Hydra driver installer here:\n- http://www.razersupport.com/gaming-controllers/razer-hydra/.'			True
'Is web browser installed?'			'5 - Install the driver.\nInstall the driver. Once the download has finished, double-click on the downloaded file to start installing the driver then wait for it to finish installing.\n- A pop-up message will appear on the bottom-right corner of your computer screen notifying you that the Razer Hydra has been detected by your PC.'			None
'Is itunes installed?'			'0 - Preparing a Burn-in Playlist'			None
'Is itunes installed?'			'1 - Select music with a wide range of frequencies.\nSelect music with a wide range of frequencies. You will need at least 40 hours of music or sound. The more hours you can get without having to loop the playlist, the better. You want lots of different music so it loosens the drivers in your headphones and they become accustomed to producing various sounds at an optimal level.[1]\n- X\n- Research source\n- \n- \n- Even if you don’t like a particular genre of music, you should include it in your playlist to give your headphones the best workout.\n- Add a mixture of pop, rock, heavy metal, rap, hip-hop and R&B, country, and classical music to ensure a wide range.\n- ;'			None
'Is itunes installed?'			'2 - Incorporate periods of white noise and pink noise on your playlist.\nIncorporate periods of white noise and pink noise on your playlist. You can use your audio software to loop pink and/or white noise so that it plays for an extended period of time. An easier method would be to find a video that plays pink or white noise on YouTube and play it through your headphones.[2]\n- X\n- Research source\n- \n- For good measure, search “frequency sweeps” on YouTube to include 20-20000 Hz, 10-30000 Hz, and 20-200 Hz frequency sweeps on your playlist.'			None
'Is itunes installed?'			'3 - Use a program on your computer to make a playlist of the burn-in tracks.\nUse a program on your computer to make a playlist of the burn-in tracks. Alternate the music genres to encourage your headphones to adjust to the various changes in bass, treble, and frequency. Programs like Windows Media Player, iTunes, and Winamp are easy to use for making custom playlists.\n- Add the songs you want, then organize the files by alternating the genres. For instance, play a country song followed by a heavy metal track.[3]\n- X\n- Research source'			None
'Is itunes installed?'			'4 - Get a pre-recorded audio file if you don’t have time to make a playlist.\nGet a pre-recorded audio file if you don’t have time to make a playlist. Search online for “audio burn-in file.” You will find free options to use online players featuring a pre-recorded audio file, as well as options to download the file to play without using an internet connection.[4]\n- X\n- Research source\n- \n- If you go this route, simply follow the instructions provided with the program.'			None
'Is itunes installed?'			'5 - Download a burn-in app if you want to use your phone.\nDownload a burn-in app if you want to use your phone. Both iTunes and Google Play offer apps specifically designed for burning-in your headphones. The apps are essentially the same as an audio file—with pre-built playlists that alternate music, noise, and rest periods—just made for your phone.\n- Many of these apps are free, but some cost up to $2.99. Read the product descriptions and reviews to find which app might work the best for you.'			None
'Is burn - in app installed?'			'0 - Preparing a Burn-in Playlist'			None
'Is burn - in app installed?'			'1 - Select music with a wide range of frequencies.\nSelect music with a wide range of frequencies. You will need at least 40 hours of music or sound. The more hours you can get without having to loop the playlist, the better. You want lots of different music so it loosens the drivers in your headphones and they become accustomed to producing various sounds at an optimal level.[1]\n- X\n- Research source\n- \n- \n- Even if you don’t like a particular genre of music, you should include it in your playlist to give your headphones the best workout.\n- Add a mixture of pop, rock, heavy metal, rap, hip-hop and R&B, country, and classical music to ensure a wide range.\n- ;'			None
'Is burn - in app installed?'			'2 - Incorporate periods of white noise and pink noise on your playlist.\nIncorporate periods of white noise and pink noise on your playlist. You can use your audio software to loop pink and/or white noise so that it plays for an extended period of time. An easier method would be to find a video that plays pink or white noise on YouTube and play it through your headphones.[2]\n- X\n- Research source\n- \n- For good measure, search “frequency sweeps” on YouTube to include 20-20000 Hz, 10-30000 Hz, and 20-200 Hz frequency sweeps on your playlist.'			None
'Is burn - in app installed?'			'3 - Use a program on your computer to make a playlist of the burn-in tracks.\nUse a program on your computer to make a playlist of the burn-in tracks. Alternate the music genres to encourage your headphones to adjust to the various changes in bass, treble, and frequency. Programs like Windows Media Player, iTunes, and Winamp are easy to use for making custom playlists.\n- Add the songs you want, then organize the files by alternating the genres. For instance, play a country song followed by a heavy metal track.[3]\n- X\n- Research source'			None
'Is burn - in app installed?'			'4 - Get a pre-recorded audio file if you don’t have time to make a playlist.\nGet a pre-recorded audio file if you don’t have time to make a playlist. Search online for “audio burn-in file.” You will find free options to use online players featuring a pre-recorded audio file, as well as options to download the file to play without using an internet connection.[4]\n- X\n- Research source\n- \n- If you go this route, simply follow the instructions provided with the program.'			None
'Is burn - in app installed?'			'5 - Download a burn-in app if you want to use your phone.\nDownload a burn-in app if you want to use your phone. Both iTunes and Google Play offer apps specifically designed for burning-in your headphones. The apps are essentially the same as an audio file—with pre-built playlists that alternate music, noise, and rest periods—just made for your phone.\n- Many of these apps are free, but some cost up to $2.99. Read the product descriptions and reviews to find which app might work the best for you.'			None
'Is google play installed?'			'0 - Preparing a Burn-in Playlist'			None
'Is google play installed?'			'1 - Select music with a wide range of frequencies.\nSelect music with a wide range of frequencies. You will need at least 40 hours of music or sound. The more hours you can get without having to loop the playlist, the better. You want lots of different music so it loosens the drivers in your headphones and they become accustomed to producing various sounds at an optimal level.[1]\n- X\n- Research source\n- \n- \n- Even if you don’t like a particular genre of music, you should include it in your playlist to give your headphones the best workout.\n- Add a mixture of pop, rock, heavy metal, rap, hip-hop and R&B, country, and classical music to ensure a wide range.\n- ;'			None
'Is google play installed?'			'2 - Incorporate periods of white noise and pink noise on your playlist.\nIncorporate periods of white noise and pink noise on your playlist. You can use your audio software to loop pink and/or white noise so that it plays for an extended period of time. An easier method would be to find a video that plays pink or white noise on YouTube and play it through your headphones.[2]\n- X\n- Research source\n- \n- For good measure, search “frequency sweeps” on YouTube to include 20-20000 Hz, 10-30000 Hz, and 20-200 Hz frequency sweeps on your playlist.'			None
'Is google play installed?'			'3 - Use a program on your computer to make a playlist of the burn-in tracks.\nUse a program on your computer to make a playlist of the burn-in tracks. Alternate the music genres to encourage your headphones to adjust to the various changes in bass, treble, and frequency. Programs like Windows Media Player, iTunes, and Winamp are easy to use for making custom playlists.\n- Add the songs you want, then organize the files by alternating the genres. For instance, play a country song followed by a heavy metal track.[3]\n- X\n- Research source'			None
'Is google play installed?'			'4 - Get a pre-recorded audio file if you don’t have time to make a playlist.\nGet a pre-recorded audio file if you don’t have time to make a playlist. Search online for “audio burn-in file.” You will find free options to use online players featuring a pre-recorded audio file, as well as options to download the file to play without using an internet connection.[4]\n- X\n- Research source\n- \n- If you go this route, simply follow the instructions provided with the program.'			None
