0####-####judge####sound####quality	0,0,0,0,0	0,0,0,0,0	False
1####-####play####low####-####frequency####sound####to####make####sure####they####be####audible####.####play####low####-####frequency####sound####to####make####sure####they####be####audible####.####to####test####the####frequency####range####of####you####earphone####,####you####can####play####a####song####with####a####variety####of####pitches####.####listen####carefully####for####the####low####sound####,####such####as####those####from####bass####guitar####or####baritone####vocal####.####these####tone####should####sound####deep####but####crisp####and####rich####.####[####5####]####-####x####-####research####source####-####-####-####some####earphone####can####detect####frequency####as####low####as####20####hertz####(####hz####)####.####check####the####packaging####for####more####information####.####-####if####all####headphone####seem####to####have####the####same####frequency####issue####,####you####hearing####could####be####the####issue####.	0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
2####-####listen####to####high####frequency####to####gauge####how####well####the####earphone####detect####they####.####listen####to####high####frequency####to####gauge####how####well####the####earphone####detect####they####.####balance####earphone####pick####up####high####frequency####as####well####as####low####frequency####.####high####frequency####occur####in####orchestral####arrangement####and####other####music####.####try####listen####to####music####with####high####-####pitch####voice####,####guitar####,####piccolo####,####and####other####instrument####to####make####sure####these####tone####come####through####the####earphone####without####distortion####.####[####6####]####-####x####-####research####source####-####-####-####good####earphone####can####detect####frequency####as####high####as####20####k####hz.####-####earphone####may####detect####either####high####or####low####frequency####better####.####if####this####happen####,####choose####earphone####that####be####best####for####the####content####you####listen####to####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	False
3####-####adjust####the####sound####volume####to####hear####the####dynamic####range####.####adjust####the####sound####volume####to####hear####the####dynamic####range####.####to####test####the####dynamic####range####,####change####the####volume####so####the####audio####play####loudly####but####do####not####make####you####uncomfortable####.####the####dynamic####range####indicate####how####loud####and####soft####the####audio####can####get####before####you####stop####hear####it####.####you####should####be####able####to####hear####the####full####range####of####sound####clearly####at####a####comfortable####volume####.####[####7####]####-####x####-####research####source####-####-####for####instance####,####if####you####listen####to####a####lot####of####podcast####,####you####may####need####you####earphone####to####pick####up####low####voice####rather####than####high####-####pitch####instrument####.	0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	False
4####-####test####the####earphone####for####a####even####sound####quality####at####all####pitches####.####test####the####earphone####for####a####even####sound####quality####at####all####pitches####..####flatness####be####when####low####,####medium####,####and####high####-####pitch####sound####all####have####the####same####audio####quality####.####try####play####a####song####that####transition####between####various####pitch####level####.####if####the####earphone####seem####to####pick####up####higher####tone####much####better####than####lower####tone####,####the####music####probably####will####not####sound####that####great####to####you####.####good####earphone####maintain####a####consistent####audio####quality####no####matter####how####high####or####low####a####tone####be####.####[####8####]####-####x####-####research####source####-####-####-####fatness####do####not####mean####the####music####lack####dynamic####high####and####low####.####-####this####test####be####subjective####.####it####can####change####depend####on####you####hearing####.####find####earphone####that####work####best####for####you####personally####.	0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	True
5####-####check####the####audio####for####any####sign####of####buzzing####or####rattling####.####check####the####audio####for####any####sign####of####buzzing####or####rattling####.####keep####the####audio####at####a####high####but####comfortable####level####and####listen####closely####.####you####have####probably####hear####unpleasant####sound####blast####from####a####car####radio####before####.####bass####-####heavy####music####often####sound####unpleasant####because####the####electronics####can####not####relay####the####sound####cleanly####.####no####one####enjoy####have####that####buzzing####sound####in####they####ear####.####[####9####]####-####x####-####research####source####-####-####-####the####audio####should####sound####clear####no####matter####what####play####.####usually####,####newer####,####costlier####earphone####have####less####issue####with####rattling####than####older####,####cheaper####earphone####.####-####rattling####may####not####be####a####issue####if####you####do####not####listen####to####a####lot####of####music####with####low####pitches####.	0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
6####-####gauge####how####realistic####the####sound####be####in####you####ear####.####gauge####how####realistic####the####sound####be####in####you####ear####.####the####best####earphone####be####immersive####,####make####you####feel####like####you####be####at####a####concert####or####listen####to####someone####speak####in####person####.####for####this####to####happen####,####the####audio####need####to####be####full####and####rich####.####any####distortion####not####only####sound####unpleasant####,####but####remind####you####you####be####wear####earphone####.####[####10####]####-####x####-####research####source####-####-####-####if####you####can####,####use####binaural####recordings####to####test####this####.####these####sound####be####record####with####microphone####place####on####the####ear####,####so####they####be####ideal####test####of####immersion####.####-####for####example####,####listen####to####binaural####audio####of####someone####knock####on####a####door####.####ask####yourself####if####it####sound####like####someone####be####knock####on####a####real####wooden####door####right####next####to####you####.	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
0####-####soldering####gun####method	0,0,0,0,0	0,0,1,1,0	False
1####-####note####:####note####:####you####must####use####a####soldering####gun####,####not####a####soldering####iron####!####-####;	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0	False
2####-####hold####the####soldering####gun####so####that####the####rear####of####the####case####be####toward####the####screen####(####the####tip####be####face####away####from####the####screen####at####a####90####degree####angle####)	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False
